"burchtID";"Jaar";"status";"bewoning";"Gebied"
302;2016;"Ongekend";"Ongekend";"Haspengouw"
303;2018;"Bijburcht";"Niet_bewoond";"Haspengouw"
304;2018;"Bijburcht";"Niet_bewoond";"Haspengouw"
305;2018;"Bijburcht";"Ongekend";"Haspengouw"
305;2016;"Verdwenen";"Ongekend";"Haspengouw"
305;2017;"Verdwenen";"Niet_bewoond";"Haspengouw"
306;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
306;2017;"Hoofdburcht";"Ongekend";"Haspengouw"
306;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
307;2018;"Bijburcht";"Niet_bewoond";"Haspengouw"
308;2018;"Verdwenen";"Ongekend";"Haspengouw"
308;2016;"Ongekend";"Niet_bewoond";"Haspengouw"
309;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
309;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
309;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
310;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
311;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
312;2018;"Bijburcht";"Niet_bewoond";"Haspengouw"
313;2017;"Bijburcht";"Bewoond";"Haspengouw"
314;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
315;2017;"Verdwenen";"Niet_bewoond";"Haspengouw"
316;2017;"Bijburcht";"Bewoond";"Haspengouw"
317;2016;"Hoofdburcht";"Bewoond";"Voeren"
318;2016;"Hoofdburcht";"Bewoond";"Voeren"
319;2016;"Hoofdburcht";"Bewoond";"Voeren"
320;2016;"Hoofdburcht";"Bewoond";"Voeren"
321;2016;"Hoofdburcht";"Bewoond";"Voeren"
322;2016;"Hoofdburcht";"Bewoond";"Voeren"
323;2016;"Hoofdburcht";"Bewoond";"Voeren"
324;2016;"Hoofdburcht";"Bewoond";"Voeren"
325;2016;"Hoofdburcht";"Bewoond";"Voeren"
326;2016;"Hoofdburcht";"Bewoond";"Voeren"
327;2016;"Hoofdburcht";"Bewoond";"Voeren"
328;2016;"Hoofdburcht";"Bewoond";"Voeren"
329;2016;"Hoofdburcht";"Bewoond";"Voeren"
330;2016;"Hoofdburcht";"Bewoond";"Voeren"
331;2016;"Hoofdburcht";"Bewoond";"Voeren"
332;2016;"Hoofdburcht";"Bewoond";"Voeren"
333;2016;"Hoofdburcht";"Bewoond";"Voeren"
334;2016;"Hoofdburcht";"Bewoond";"Voeren"
335;2016;"Hoofdburcht";"Bewoond";"Voeren"
336;2016;"Hoofdburcht";"Bewoond";"Voeren"
337;2016;"Hoofdburcht";"Bewoond";"Voeren"
338;2016;"Hoofdburcht";"Bewoond";"Voeren"
339;2016;"Hoofdburcht";"Bewoond";"Voeren"
340;2016;"Hoofdburcht";"Bewoond";"Voeren"
341;2016;"Hoofdburcht";"Bewoond";"Voeren"
342;2016;"Hoofdburcht";"Bewoond";"Voeren"
343;2016;"Hoofdburcht";"Bewoond";"Voeren"
344;2016;"Hoofdburcht";"Bewoond";"Voeren"
345;2016;"Hoofdburcht";"Bewoond";"Voeren"
346;2016;"Hoofdburcht";"Bewoond";"Voeren"
348;2016;"Hoofdburcht";"Bewoond";"Voeren"
349;2016;"Hoofdburcht";"Bewoond";"Voeren"
350;2016;"Hoofdburcht";"Bewoond";"Voeren"
351;2016;"Hoofdburcht";"Bewoond";"Voeren"
352;2016;"Bijburcht";"Niet_bewoond";"Voeren"
353;2016;"Hoofdburcht";"Bewoond";"Voeren"
354;2016;"Hoofdburcht";"Bewoond";"Voeren"
355;2016;"Hoofdburcht";"Bewoond";"Voeren"
356;2016;"Hoofdburcht";"Bewoond";"Voeren"
357;2016;"Hoofdburcht";"Bewoond";"Voeren"
359;2016;"Hoofdburcht";"Bewoond";"Voeren"
360;2016;"Hoofdburcht";"Bewoond";"Voeren"
361;2016;"Hoofdburcht";"Bewoond";"Voeren"
362;2016;"Verdwenen";"Niet_bewoond";"Voeren"
363;2016;"Hoofdburcht";"Bewoond";"Voeren"
364;2016;"Hoofdburcht";"Bewoond";"Voeren"
365;2016;"Hoofdburcht";"Bewoond";"Voeren"
366;2016;"Hoofdburcht";"Bewoond";"Voeren"
367;2016;"Hoofdburcht";"Bewoond";"Voeren"
368;2016;"Hoofdburcht";"Bewoond";"Voeren"
369;2016;"Hoofdburcht";"Bewoond";"Voeren"
370;2016;"Hoofdburcht";"Bewoond";"Voeren"
371;2016;"Hoofdburcht";"Bewoond";"Voeren"
372;2016;"Hoofdburcht";"Bewoond";"Voeren"
373;2016;"Hoofdburcht";"Bewoond";"Voeren"
374;2016;"Hoofdburcht";"Bewoond";"Voeren"
375;2016;"Hoofdburcht";"Bewoond";"Voeren"
376;2016;"Hoofdburcht";"Bewoond";"Voeren"
377;2016;"Hoofdburcht";"Bewoond";"Voeren"
378;2016;"Hoofdburcht";"Bewoond";"Voeren"
382;2016;"Hoofdburcht";"Bewoond";"Voeren"
383;2016;"Hoofdburcht";"Bewoond";"Voeren"
384;2016;"Hoofdburcht";"Bewoond";"Voeren"
385;2016;"Hoofdburcht";"Bewoond";"Voeren"
386;2016;"Hoofdburcht";"Bewoond";"Voeren"
387;2016;"Hoofdburcht";"Bewoond";"Voeren"
388;2016;"Hoofdburcht";"Bewoond";"Voeren"
389;2016;"Hoofdburcht";"Bewoond";"Voeren"
390;2016;"Hoofdburcht";"Bewoond";"Voeren"
391;2016;"Hoofdburcht";"Bewoond";"Voeren"
392;2017;"Bijburcht";"Bewoond";"Haspengouw"
392;2016;"Bijburcht";"Ongekend";"Haspengouw"
393;2017;"Bijburcht";"Ongekend";"Haspengouw"
394;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
395;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
396;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
396;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
396;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
397;2016;"Bijburcht";"Bewoond";"Haspengouw"
397;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
397;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
398;2018;"Bijburcht";"Bewoond";"Haspengouw"
398;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
399;2018;"Ongekend";"Ongekend";"Haspengouw"
400;2017;"Hoofdburcht";"Ongekend";"Haspengouw"
400;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
400;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
401;2018;"Bijburcht";"Bewoond";"Haspengouw"
402;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
402;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
402;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
403;2016;"Bijburcht";"Bewoond";"Haspengouw"
404;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
404;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
405;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
406;2016;"Hoofdburcht";"Bewoond";"Voeren"
407;2018;"Hoofdburcht";"Niet_bewoond";"Haspengouw"
407;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
407;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
408;2016;"Hoofdburcht";"Bewoond";"Voeren"
409;2016;"Hoofdburcht";"Bewoond";"Voeren"
410;2016;"Hoofdburcht";"Bewoond";"Voeren"
411;2016;"Hoofdburcht";"Bewoond";"Voeren"
412;2016;"Hoofdburcht";"Bewoond";"Voeren"
413;2016;"Hoofdburcht";"Bewoond";"Voeren"
414;2016;"Hoofdburcht";"Bewoond";"Voeren"
415;2016;"Hoofdburcht";"Bewoond";"Voeren"
416;2016;"Hoofdburcht";"Bewoond";"Voeren"
417;2016;"Hoofdburcht";"Bewoond";"Voeren"
418;2016;"Hoofdburcht";"Bewoond";"Voeren"
419;2016;"Hoofdburcht";"Bewoond";"Voeren"
420;2016;"Hoofdburcht";"Bewoond";"Voeren"
421;2016;"Hoofdburcht";"Bewoond";"Voeren"
422;2016;"Hoofdburcht";"Bewoond";"Voeren"
423;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
423;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
423;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
424;2016;"Hoofdburcht";"Bewoond";"Voeren"
425;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
426;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
427;2017;"Ongekend";"Ongekend";"Haspengouw"
427;2016;"Bijburcht";"Bewoond";"Haspengouw"
427;2018;"Bijburcht";"Bewoond";"Haspengouw"
427;2017;"Bijburcht";"Bewoond";"Haspengouw"
428;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
428;2017;"Bijburcht";"Ongekend";"Haspengouw"
428;2016;"Bijburcht";"Ongekend";"Haspengouw"
429;2018;"Hoofdburcht";"Niet_bewoond";"Haspengouw"
429;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
429;2017;"Hoofdburcht";"Ongekend";"Haspengouw"
430;2018;"Ongekend";"Ongekend";"Haspengouw"
431;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
432;2017;"Bijburcht";"Bewoond";"Haspengouw"
433;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
434;2017;"Bijburcht";"Bewoond";"Haspengouw"
435;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
436;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
437;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
438;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
439;2018;"Verdwenen";"Niet_bewoond";"Haspengouw"
440;2017;"Bijburcht";"Bewoond";"Haspengouw"
441;2017;"Bijburcht";"Bewoond";"Haspengouw"
442;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
443;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
444;2017;"Bijburcht";"Bewoond";"Haspengouw"
444;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
444;2018;"Bijburcht";"Bewoond";"Haspengouw"
445;2016;"Bijburcht";"Bewoond";"Haspengouw"
445;2016;"Verdwenen";"Niet_bewoond";"Haspengouw"
446;2018;"Hoofdburcht";"Niet_bewoond";"Haspengouw"
446;2017;"Hoofdburcht";"Niet_bewoond";"Haspengouw"
446;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
448;2017;"Hoofdburcht";"Niet_bewoond";"Haspengouw"
448;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
448;2018;"Hoofdburcht";"Niet_bewoond";"Haspengouw"
449;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
449;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
449;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
449;2016;"Hoofdburcht";"Niet_bewoond";"Haspengouw"
449;2016;"Bijburcht";"Bewoond";"Haspengouw"
449;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
449;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
450;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
450;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
450;2016;"Bijburcht";"Bewoond";"Haspengouw"
451;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
451;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
451;2018;"Bijburcht";"Niet_bewoond";"Haspengouw"
451;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
451;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
451;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
452;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
452;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
452;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
452;2018;"Bijburcht";"Niet_bewoond";"Haspengouw"
452;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
453;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
453;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
453;2016;"Bijburcht";"Bewoond";"Haspengouw"
453;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
453;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
453;2016;"Bijburcht";"Bewoond";"Haspengouw"
454;2018;"Bijburcht";"Niet_bewoond";"Haspengouw"
455;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
455;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
455;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
455;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
455;2018;"Bijburcht";"Niet_bewoond";"Haspengouw"
455;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
456;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
456;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
456;2016;"Bijburcht";"Bewoond";"Haspengouw"
456;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
456;2018;"Bijburcht";"Niet_bewoond";"Haspengouw"
457;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
457;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
457;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
457;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
458;2018;"Verdwenen";"Niet_bewoond";"Haspengouw"
458;2017;"Verdwenen";"Niet_bewoond";"Haspengouw"
458;2016;"Verdwenen";"Niet_bewoond";"Haspengouw"
458;2017;"Verdwenen";"Niet_bewoond";"Haspengouw"
459;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
460;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
461;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
462;2016;"Verdwenen";"Niet_bewoond";"Haspengouw"
462;2018;"Bijburcht";"Bewoond";"Haspengouw"
463;2018;"Bijburcht";"Niet_bewoond";"Haspengouw"
464;2018;"Verdwenen";"Ongekend";"Haspengouw"
465;2018;"Bijburcht";"Niet_bewoond";"Haspengouw"
465;2016;"Bijburcht";"Bewoond";"Haspengouw"
466;2018;"Verdwenen";"Ongekend";"Haspengouw"
467;2018;"Verdwenen";"Niet_bewoond";"Haspengouw"
468;2016;"Bijburcht";"Bewoond";"Haspengouw"
468;2017;"Bijburcht";"Bewoond";"Haspengouw"
469;2017;"Ongekend";"Ongekend";"Haspengouw"
469;2017;"Ongekend";"Niet_bewoond";"Haspengouw"
469;2016;"Ongekend";"Ongekend";"Haspengouw"
470;2016;"Bijburcht";"Bewoond";"Haspengouw"
470;2018;"Bijburcht";"Bewoond";"Haspengouw"
471;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
471;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
473;2018;"Bijburcht";"Ongekend";"Haspengouw"
473;2017;"Bijburcht";"Ongekend";"Haspengouw"
473;2016;"Bijburcht";"Bewoond";"Haspengouw"
474;2017;"Bijburcht";"Bewoond";"Haspengouw"
474;2016;"Bijburcht";"Niet_bewoond";"Haspengouw"
475;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
476;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
476;2016;"Bijburcht";"Bewoond";"Haspengouw"
476;2016;"Bijburcht";"Bewoond";"Haspengouw"
476;2018;"Bijburcht";"Bewoond";"Haspengouw"
477;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
477;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
478;2016;"Bijburcht";"Bewoond";"Haspengouw"
479;2016;"Bijburcht";"Bewoond";"Haspengouw"
480;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
480;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
480;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
481;2016;"Bijburcht";"Ongekend";"Haspengouw"
481;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
481;2018;"Bijburcht";"Ongekend";"Haspengouw"
482;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
482;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
482;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
482;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
482;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
483;2016;"Bijburcht";"Ongekend";"Haspengouw"
483;2016;"Bijburcht";"Bewoond";"Haspengouw"
484;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
484;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
484;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
485;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
485;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
486;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
486;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
486;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
486;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
487;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
487;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
487;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
487;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
488;2016;"Bijburcht";"Ongekend";"Haspengouw"
489;2016;"Bijburcht";"Bewoond";"Haspengouw"
490;2016;"Hoofdburcht";"Bewoond";"Voeren"
491;2016;"Hoofdburcht";"Bewoond";"Voeren"
492;2016;"Hoofdburcht";"Bewoond";"Voeren"
493;2016;"Hoofdburcht";"Bewoond";"Voeren"
494;2016;"Hoofdburcht";"Bewoond";"Voeren"
495;2016;"Hoofdburcht";"Bewoond";"Voeren"
496;2016;"Hoofdburcht";"Bewoond";"Voeren"
497;2016;"Hoofdburcht";"Bewoond";"Voeren"
498;2016;"Bijburcht";"Bewoond";"Haspengouw"
499;2017;"Bijburcht";"Bewoond";"Haspengouw"
499;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
500;2016;"Bijburcht";"Bewoond";"Haspengouw"
501;2016;"Bijburcht";"Bewoond";"Haspengouw"
502;2017;"Bijburcht";"Bewoond";"Haspengouw"
502;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
502;2017;"Bijburcht";"Bewoond";"Haspengouw"
503;2017;"Bijburcht";"Bewoond";"Haspengouw"
504;2017;"Bijburcht";"Bewoond";"Haspengouw"
505;2017;"Bijburcht";"Bewoond";"Haspengouw"
506;2017;"Bijburcht";"Bewoond";"Haspengouw"
506;2018;"Bijburcht";"Bewoond";"Haspengouw"
507;2018;"Hoofdburcht";"Niet_bewoond";"Haspengouw"
507;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
508;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
509;2017;"Bijburcht";"Bewoond";"Haspengouw"
510;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
511;2017;"Bijburcht";"Niet_bewoond";"Haspengouw"
512;2017;"Ongekend";"Niet_bewoond";"Haspengouw"
513;2017;"Bijburcht";"Bewoond";"Haspengouw"
514;2017;"Bijburcht";"Bewoond";"Haspengouw"
515;2018;"Verdwenen";"Niet_bewoond";"Haspengouw"
516;2018;"Ongekend";"Niet_bewoond";"Haspengouw"
517;2018;"Bijburcht";"Bewoond";"Haspengouw"
522;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
523;2018;"Bijburcht";"Ongekend";"Haspengouw"
524;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
525;2018;"Bijburcht";"Bewoond";"Haspengouw"
526;2018;"Bijburcht";"Bewoond";"Haspengouw"
527;2018;"Bijburcht";"Bewoond";"Haspengouw"
528;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
529;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
529;2016;"Hoofdburcht";"Bewoond";"Haspengouw"
530;2017;"Bijburcht";"Bewoond";"Haspengouw"
531;2018;"Bijburcht";"Niet_bewoond";"Haspengouw"
532;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
532;2017;"Hoofdburcht";"Bewoond";"Haspengouw"
533;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
534;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
534;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
537;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
537;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
538;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
538;2018;"Hoofdburcht";"Bewoond";"Haspengouw"
